2#和3#反应器运行数据（输入数据相同）,,,,,,,,,,2#反应器,,,,,,,,,,,,,3#反应器,,,,,,,,,,,,,
时间,系统输入（进水指标）,,,,,,,,,系统输出（出水指标）,,,,影响因素,,,,,时间,系统输入（进水指标）,,,,,,,,,系统输出（出水指标）,,,,影响因素,,,
,进水主参数,,,,,影响因素（进水的其他指标）,,,,主参数,,,,反应器内,,当地气温,,,,进水主参数,,,,,影响因素（进水的其他指标）,,,,主参数,,,,反应器内,,当地气温,
04/03/2016,14.49 ,16560,2537,5.71 ,0.0571 ,6.65 ,35 ,268,1080,,743,70.71 ,60,7.03,34.5,23,7,,04/03/2016,14.70 ,16800,2537,5.79 ,0.0579 ,6.65,35,268,1080,,782,69.18 ,60 ,7.31,34.5,23,7
06/03/2016,10.29 ,12720,2345,4.39 ,0.0355 ,7.01 ,33 ,424,1200,,684,70.83 ,66,7.09,32,15,2,,06/03/2016,12.23 ,15120,2345,5.21 ,0.0422 ,7.01,33,424,1200,,758,67.68 ,78 ,7.41,32,15,2
07/03/2016,12.61 ,15600,2345,5.38 ,0.0656 ,6.84 ,32 ,825,1248,,625,73.35 ,84,7.28,32,15,4,,07/03/2016,13.39 ,16560,2345,5.71 ,0.0697 ,6.84,32,825,1248,,766,67.33 ,78 ,7.42,32,15,4
08/03/2016,15.06 ,16800,2599,5.79 ,0.0626 ,6.30 ,32 ,281,1008,,766,70.53 ,54,7.06,32,15,-1,,08/03/2016,15.06 ,16800,2599,5.79 ,0.0626 ,6.3,32,281,1008,,809,68.87 ,72 ,7.26,32,15,-1
09/03/2016,13.95 ,16800,2408,5.79 ,0.0498 ,6.51 ,33 ,357,1032,,747,68.98 ,84,7.04,32,5,-5,,09/03/2016,14.55 ,17520,2408,6.04 ,0.0520 ,6.51,33,357,1032,,751,68.81 ,78 ,7.26,32,5,-5
10/03/2016,13.37 ,16560,2341,5.71 ,0.0582 ,6.76 ,30 ,222,984,,794,66.08 ,66,7.12,32,5,-5,,10/03/2016,13.56 ,16800,2341,5.79 ,0.0591 ,6.76,30,222,984,,820,64.97 ,66 ,7.32,31.5,5,-5
11/03/2016,12.43 ,16320,2209,5.63 ,0.0540 ,6.62 ,31 ,341,948,,665,69.90 ,78,7.29,29.5,7,-7,,11/03/2016,13.16 ,17280,2209,5.96 ,0.0572 ,6.62,31,341,948,,727,67.09 ,54 ,7.44,30,7,-7
12/03/2016,15.66 ,16320,2783,5.63 ,0.0608 ,6.58 ,32 ,223,984,,751,73.01 ,66,6.99,32,10,-2,,12/03/2016,16.58 ,17280,2783,5.96 ,0.0644 ,6.58,32,223,984,,848,69.53 ,78 ,7.19,32,10,-2
13/03/2016,15.84 ,16320,2814,5.63 ,0.0597 ,6.53 ,33 ,234,1056,,887,68.48 ,54,6.97,33.5,12,2,,13/03/2016,16.30 ,16800,2814,5.79 ,0.0614 ,6.53,33,234,1056,,668,76.26 ,78 ,7.23,33,12,2
14/03/2016,13.11 ,16320,2330,5.63 ,0.0574 ,6.62 ,34 ,228,960,,751,67.77 ,60,7.18,33,12,-3,,14/03/2016,14.08 ,17520,2330,6.04 ,0.0616 ,6.62,34,228,960,,794,65.92 ,78 ,7.4,33,12,-3
15/03/2016,13.00 ,16080,2345,5.54 ,0.0477 ,6.50 ,34 ,196,1026,,739,68.49 ,48,7.13,33,14,1,,15/03/2016,14.17 ,17520,2345,6.04 ,0.0520 ,6.5,34,196,1026,,801,65.84 ,78 ,7.41,33,14,1
17/03/2016,13.24 ,15360,2500,5.30 ,0.0546 ,6.74 ,35 ,336,1014,,700,72.00 ,66,7.07,34,20,8,,17/03/2016,14.90 ,17280,2500,5.96 ,0.0614 ,6.74,34.5,336,1014,,740,70.40 ,102 ,7.31,34,20,8
18/03/2016,15.71 ,16800,2712,5.79 ,0.0527 ,6.48 ,36 ,238,1086,,676,75.07 ,54,7.09,34.5,22,6,,18/03/2016,16.38 ,17520,2712,6.04 ,0.0550 ,6.48,35.5,238,1086,,860,68.29 ,60 ,7.3,35,22,6
21/03/2016,12.61 ,16320,2240,5.63 ,0.0506 ,6.62 ,34 ,285,966,,700,68.75 ,54,7.27,32,19,1,,21/03/2016,13.53 ,17520,2240,6.04 ,0.0544 ,6.62,34,285,966,,696,68.93 ,66 ,7.4,34,19,1
22/03/2016,13.66 ,18000,2200,6.21 ,0.0621 ,6.58 ,34 ,275,1068,,764,65.27 ,60,7.17,34,18,4,,22/03/2016,13.66 ,18000,2200,6.21 ,0.0621 ,6.58,34,275,1068,,764,65.27 ,66 ,7.44,34,18,4
23/03/2016,15.06 ,18480,2364,6.37 ,0.0637 ,6.72 ,34 ,243,1044,,756,68.02 ,72,7.24,34,11,-2,,23/03/2016,15.06 ,18480,2364,6.37 ,0.0637 ,6.72,34,243,1044,,816,65.48 ,60 ,7.41,34,11,-2
24/03/2016,15.30 ,16080,2760,5.54 ,0.0560 ,6.60 ,35 ,364,1026,,,100.00 ,,,,13,-2,,24/03/2016,18.27 ,19200,2760,6.62 ,0.0669 ,6.6,35,364,1026,,820,70.29 ,54 ,7.47,33,13,-2
25/03/2016,15.16 ,17040,2580,5.88 ,0.0541 ,6.58 ,36 ,164,1122,,,100.00 ,,,,15,1,,25/03/2016,16.23 ,18240,2580,6.29 ,0.0579 ,6.58,36,164,1122,,816,68.37 ,114 ,7.12,35,15,1
26/03/2016,14.09 ,16560,2468,5.71 ,0.0600 ,6.59 ,36 ,264,1038,,748,69.69 ,,7.14,32,17,3,,26/03/2016,15.11 ,17760,2468,6.12 ,0.0643 ,6.59,36,264,1038,,796,67.75 ,54 ,7.09,35.7,17,3
28/03/2016,18.27 ,19200,2760,6.62 ,0.0636 ,6.47 ,36 ,319,1116,,816,70.43 ,,7.2,34,23,11,,28/03/2016,16.90 ,17760,2760,6.12 ,0.0588 ,6.47,36.2,319,1116,,820,70.29 ,60 ,7.09,37.4,23,11
29/03/2016,15.05 ,18720,2332,6.46 ,0.0658 ,6.56 ,36 ,237,876,,692,70.33 ,,7.16,36,18,8,,29/03/2016,13.70 ,17040,2332,5.88 ,0.0599 ,6.56,35.9,237,876,,724,68.95 ,66 ,7.04,37.7,18,8
31/03/2016,14.21 ,18240,2260,6.29 ,0.0604 ,6.53 ,36 ,147,900,,640,71.68 ,,7.11,35,25,14,,31/03/2016,13.47 ,17280,2260,5.96 ,0.0572 ,6.53,35.9,147,900,,680,69.91 ,36 ,6.92,36.5,25,14
01/04/2016,13.93 ,16800,2405,5.79 ,0.0487 ,6.63 ,36 ,252,1008,,,100.00 ,,,,26,10,,01/04/2016,13.14 ,15840,2405,5.46 ,0.0459 ,6.63,36,252,1008,,648,73.06 ,42 ,7.4,36,26,10
02/04/2016,14.48 ,19200,2187,6.62 ,0.0788 ,6.86 ,35 ,373,816,,652,70.19 ,,7.24,35,15,7,,02/04/2016,13.21 ,17520,2187,6.04 ,0.0719 ,6.86,34.55,373,816,,668,69.46 ,30 ,7.5,35,15,7
03/04/2016,14.77 ,18480,2318,6.37 ,0.0675 ,6.59 ,35 ,433,900,,736,68.25 ,,7.01,35,16,3,,03/04/2016,14.00 ,17520,2318,6.04 ,0.0640 ,6.59,35,433,900,,783,66.22 ,42 ,7.3,34.5,16,3
05/04/2016,14.89 ,18720,2306,6.46 ,0.0775 ,6.57 ,35 ,354,888,,695,69.86 ,,7.16,35,23,10,,05/04/2016,14.12 ,17760,2306,6.12 ,0.0735 ,6.57,35,354,888,,755,67.26 ,42 ,7.34,35,23,10
06/04/2016,15.80 ,18960,2417,6.54 ,0.0693 ,6.60 ,35 ,377,972,,755,68.76 ,,7.07,35,20,10,,06/04/2016,14.80 ,17760,2417,6.12 ,0.0649 ,6.6,35,377,972,,787,67.44 ,36 ,7.33,35,20,10
07/04/2016,15.34 ,18960,2346,6.54 ,0.0628 ,6.59 ,36 ,442,912,,811,65.43 ,,7.31,33,22,6,,07/04/2016,13.98 ,17280,2346,5.96 ,0.0572 ,6.59,36,442,912,,775,66.97 ,42 ,7.46,35,22,6
08/04/2016,12.04 ,16800,2079,5.79 ,0.0626 ,6.68 ,35 ,274,936,,668,67.87 ,,7.23,34.5,24,9,,08/04/2016,10.84 ,15120,2079,5.21 ,0.0563 ,6.68,35,274,936,,676,67.48 ,30 ,7.45,33,24,9
09/04/2016,14.59 ,18000,2350,6.21 ,0.0590 ,6.71 ,36 ,260,1044,,736,68.68 ,,7.23,35,29,11,,09/04/2016,13.03 ,16080,2350,5.54 ,0.0527 ,6.71,35.7,260,1044,,700,70.21 ,24 ,7.5,35,29,11
10/04/2016,12.84 ,18000,2068,6.21 ,0.0658 ,6.61 ,35 ,396,828,,600,70.99 ,,7.22,35,24,7,,10/04/2016,11.64 ,16320,2068,5.63 ,0.0597 ,6.61,35,396,828,,616,70.21 ,18 ,7.38,34.5,24,7
11/04/2016,13.43 ,18480,2107,6.37 ,0.0535 ,6.57 ,35 ,147,888,,635,69.86 ,,7.03,34,21,8,,11/04/2016,12.03 ,16560,2107,5.71 ,0.0480 ,6.57,35,147,888,,644,69.44 ,24 ,7.27,34.5,21,8
12/04/2016,13.08 ,18000,2107,6.21 ,0.0633 ,6.55 ,35 ,415,774,,680,67.73 ,,7.14,34,23,10,,12/04/2016,12.03 ,16560,2107,5.71 ,0.0582 ,6.55,35,415,774,,680,67.73 ,24 ,7.32,34.5,23,10
13/04/2016,14.74 ,19200,2227,6.62 ,0.0742 ,6.63 ,36 ,549,792,,684,69.29 ,,7.16,34.5,29,10,,13/04/2016,12.90 ,16800,2227,5.79 ,0.0649 ,6.63,35.5,549,792,,676,69.65 ,18 ,7.03,34.5,29,10
14/04/2016,14.57 ,18480,2286,6.37 ,0.1338 ,6.47 ,37 ,489,876,,636,72.18 ,,7.07,36.5,23,11,,14/04/2016,12.68 ,16080,2286,5.54 ,0.1164 ,6.47,37,489,876,,628,72.53 ,48 ,7.26,35,23,11
15/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,15/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.34,35,,
16/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,16/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.4,35.5,,
17/04/2016,15.15 ,18960,2318,6.54 ,0.0445 ,6.58,35,476,828,,676,70.84 ,6,7.13,35,,,,17/04/2016,13.24 ,16560,2318,5.71 ,0.0388 ,6.58,35,476,828,,684,70.49 ,6,7.35,34.5,,
18/04/2016,15.35 ,18720,2378,6.46 ,0.0504 ,6.55,36,452,864,,676,71.57 ,6,7.14,35.5,,,,18/04/2016,13.78 ,16800,2378,5.79 ,0.0452 ,6.55,36,452,864,,720,69.72 ,66,7.37,35,,
19/04/2016,15.22 ,19200,2299,6.62 ,0.0589 ,6.59,35,737,768,,657,71.42 ,6,7.1,35,,,,19/04/2016,13.70 ,17280,2299,5.96 ,0.0530 ,6.59,35,737,768,,637,72.29 ,0,7.42,36.5,,
20/04/2016,14.83 ,18480,2327,6.37 ,0.0548 ,6.61,36,437,876,,717,69.19 ,12,7.21,35,,,,20/04/2016,12.90 ,16080,2327,5.54 ,0.0477 ,6.61,36,437,876,,805,65.41 ,12,7.42,37.5,,
21/04/2016,15.38 ,18720,2382,6.46 ,0.0729 ,6.71,37,632,870,,797,66.54 ,18,7.23,36.5,,,,21/04/2016,13.40 ,16320,2382,5.63 ,0.0636 ,6.71,37,632,870,,797,66.54 ,12,,,,
22/04/2016,14.64 ,17760,2390,6.12 ,0.0539 ,6.67,37,477,948,,717,70.00 ,6,7.23,37,,,,22/04/2016,13.25 ,16080,2390,5.54 ,0.0488 ,6.67,37,477,948,,767,67.91 ,6,7.38,37,,
23/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,23/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.36,38,,
24/04/2016,15.76 ,18960,2410,6.54 ,0.0575 ,6.58,37,504,912,,777,67.76 ,0,7.12,37,,,,24/04/2016,13.56 ,16320,2410,5.63 ,0.0495 ,6.58,37,504,912,,745,69.09 ,12,7.5,37,,
25/04/2016,17.33 ,19200,2617,6.62 ,0.0477 ,6.53,38.4,476,1098,,729,72.14 ,12,7.26,38.5,,,,25/04/2016,15.16 ,16800,2617,5.79 ,0.0417 ,6.53,38.4,476,1098,,749,71.38 ,6,7.34,37.5,,
26/04/2016,15.46 ,18000,2490,6.21 ,0.0770 ,6.67,37.5,9003,864,,737,70.40 ,18,7.3,37,,,,26/04/2016,13.39 ,15600,2490,5.38 ,0.0667 ,6.67,37.5,9003,864,,757,69.60 ,30,7.4,36.5,,
27/04/2016,13.80 ,16800,2382,5.79 ,0.0469 ,6.51,37.3,2158,1014,,633,73.43 ,6,7.19,36.9,,,,27/04/2016,13.21 ,16080,2382,5.54 ,0.0449 ,6.51,37.3,2158,1014,,657,72.42 ,42,7.28,37.2,,
28/04/2016,13.89 ,18720,2151,6.46 ,0.0568 ,6.45,36.5,660,876,,685,68.15 ,54,7.12,36,,,,28/04/2016,12.10 ,16320,2151,5.63 ,0.0495 ,6.45,36.5,660,876,,693,67.78 ,72,,,,
29/04/2016,14.62 ,18480,2295,6.37 ,0.0574 ,6.65,37,536,900,,780,66.01 ,60,7.03,36.9,,,,29/04/2016,12.73 ,16080,2295,5.54 ,0.0499 ,6.65,37,536,900,,717,68.76 ,84,7.34,39,,
30/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,30/04/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.44,40,,
01/05/2016,17.38 ,19920,2530,6.87 ,0.0000 ,6.42,40,659,0,,717,71.66 ,0,7.14,39.8,,,,01/05/2016,15.08 ,17280,2530,5.96 ,0.0000 ,6.42,40,659,0,,693,72.61 ,0,7.46,35.8,,
02/05/2016,19.66 ,21360,2669,7.37 ,0.0464 ,6.39,39,359,1158,,777,70.89 ,60,7.33,39.7,,,,02/05/2016,14.58 ,15840,2669,5.46 ,0.0344 ,6.39,39,359,1158,,798,70.10 ,66,7.41,37,,
03/05/2016,16.67 ,18960,2550,6.54 ,0.0523 ,6.79,36.9,379,1098,,797,68.75 ,84,7.25,35.2,,,,03/05/2016,14.56 ,16560,2550,5.71 ,0.0457 ,6.79,36.9,379,1098,,777,69.53 ,102,7.43,38.2,,
04/05/2016,16.43 ,20160,2364,6.95 ,0.0612 ,6.69,38,264,984,,751,68.23 ,72,7.18,37,,,,04/05/2016,14.28 ,17520,2364,6.04 ,0.0532 ,6.69,38,264,984,,739,68.74 ,126,7.54,37.8,,
05/05/2016,15.41 ,19200,2328,6.62 ,0.0689 ,6.79,39,383,936,,747,67.91 ,84,7.12,38,,,,05/05/2016,13.49 ,16800,2328,5.79 ,0.0602 ,6.79,39,383,936,,726,68.81 ,90,,,,
06/05/2016,13.35 ,19200,2016,6.62 ,0.0702 ,6.62,38,128,876,,704,65.08 ,84,7.42,38,,,,06/05/2016,10.68 ,15360,2016,5.30 ,0.0561 ,6.62,38,128,876,,696,65.48 ,90,7.42,37.1,,
07/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,07/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.42,37,,
08/05/2016,12.94 ,20640,1818,7.12 ,0.0676 ,6.67,37,165,750,,648,64.36 ,66,7.47,37,,,,08/05/2016,10.83 ,17280,1818,5.96 ,0.0566 ,6.67,37,165,750,,672,63.04 ,66,7.35,36.2,,
09/05/2016,13.18 ,18960,2016,6.54 ,0.0752 ,6.67,36,389,720,,676,66.47 ,84,7.34,37,,,,09/05/2016,11.85 ,17040,2016,5.88 ,0.0676 ,6.67,36,389,720,,668,66.87 ,78,7.43,37.5,,
10/05/2016,12.85 ,19440,1917,6.70 ,0.0650 ,6.51,37,247,696,,648,66.20 ,90,7.23,36,,,,10/05/2016,11.42 ,17280,1917,5.96 ,0.0578 ,6.51,37,247,696,,647,66.25 ,96,7.42,38,,
11/05/2016,12.88 ,17280,2162,5.96 ,0.0483 ,6.52,38,354,834,,652,69.84 ,78,7.29,37,,,,11/05/2016,11.27 ,15120,2162,5.21 ,0.0422 ,6.52,38,354,834,,747,65.45 ,90,,,,
12/05/2016,14.58 ,19920,2123,6.87 ,0.0646 ,6.75,38,247,924,,739,65.19 ,90,7.26,38,,,,12/05/2016,12.83 ,17520,2123,6.04 ,0.0568 ,6.75,38,247,924,,696,67.22 ,66,7.49,37,,
13/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,13/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,
14/05/2016,16.66 ,20160,2396,6.95 ,0.0598 ,6.61,37,254,1086,,771,67.82 ,108,7.2,37,,,,14/05/2016,13.88 ,16800,2396,5.79 ,0.0498 ,6.61,37,254,1086,,654,72.70 ,78,,,,
15/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,15/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.49,36.8,,
16/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,16/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.31,37,,
17/05/2016,15.42 ,20160,2218,6.95 ,0.0806 ,6.61,37,329,960,,739,66.68 ,78,7.21,37,,,,17/05/2016,13.03 ,17040,2218,5.88 ,0.0682 ,6.61,37,329,960,,719,67.58 ,78,7.42,37,,
18/05/2016,17.52 ,21600,2352,7.45 ,0.0812 ,6.67,38,249,978,,791,66.37 ,54,7.12,37.5,,,,18/05/2016,12.46 ,15360,2352,5.30 ,0.0577 ,6.67,38,249,978,,795,66.20 ,84,7.46,38.2,,
19/05/2016,15.12 ,18480,2372,6.37 ,0.0624 ,6.82,38,309,972,,708,70.15 ,84,7.14,37.8,,,,19/05/2016,14.53 ,17760,2372,6.12 ,0.0600 ,6.82,38,309,972,,751,68.34 ,96,,,,
20/05/2016,14.05 ,19680,2071,6.79 ,0.0855 ,6.89,38,433,852,,632,69.48 ,66,7.26,38,,,,20/05/2016,12.68 ,17760,2071,6.12 ,0.0772 ,6.89,38,433,852,,652,68.52 ,78,7.48,38,,
21/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,21/05/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.55,38.5,,
22/05/2016,15.05 ,18720,2332,6.46 ,0.0729 ,6.92,37.5,715,954,,625,73.20 ,90,7.25,38,,,,22/05/2016,13.51 ,16800,2332,5.79 ,0.0655 ,6.92,37.5,715,954,,712,69.47 ,78,7.51,39,,
23/05/2016,16.00 ,19200,2416,6.62 ,0.0742 ,6.73,38,891,1068,,777,67.84 ,84,7.32,38.5,,,,23/05/2016,14.00 ,16800,2416,5.79 ,0.0649 ,6.73,38,891,1068,,698,71.11 ,96,7.32,37.5,,
24/05/2016,15.75 ,19200,2379,6.62 ,0.0715 ,6.68,39,865,1026,,742,68.81 ,66,7.19,38.5,,,,24/05/2016,14.37 ,17520,2379,6.04 ,0.0652 ,6.68,39,865,1026,,726,69.48 ,96,7.4,38,,
25/05/2016,17.67 ,20400,2512,7.03 ,0.0739 ,6.71,38,2388,1104,,735,70.74 ,54,7.06,37.8,,,,25/05/2016,14.55 ,16800,2512,5.79 ,0.0608 ,6.71,38,2388,1104,,824,67.20 ,72,7.6,38.8,,
26/05/2016,14.81 ,18960,2265,6.54 ,0.0608 ,6.83,38,989,1044,,657,70.99 ,54,7.26,38.8,,,,26/05/2016,14.25 ,18240,2265,6.29 ,0.0585 ,6.83,38,989,1044,,697,69.23 ,78,7.45,39,,
27/05/2016,15.59 ,18000,2512,6.21 ,0.0534 ,6.68,38,2214,1146,,730,70.94 ,72,7.34,38.5,,,,27/05/2016,15.38 ,17760,2512,6.12 ,0.0527 ,6.68,38,2214,1146,,707,71.86 ,96,7.44,38,,
28/05/2016,16.74 ,18720,2594,6.46 ,0.0646 ,6.73,38,1544,1176,,710,72.63 ,84,7.27,39,,,,28/05/2016,16.74 ,18720,2594,6.46 ,0.0646 ,6.73,38,1544,1176,,777,70.05 ,78,7.47,36.5,,
29/05/2016,16.01 ,18480,2512,6.37 ,0.0675 ,6.75,38,1020,1044,,785,68.75 ,96,7.19,38,,,,29/05/2016,16.01 ,18480,2512,6.37 ,0.0675 ,6.75,38,1020,1044,,781,68.91 ,114,7.23,39,,
30/05/2016,13.98 ,17520,2314,6.04 ,0.0592 ,6.81,38,766,1032,,717,69.01 ,54,7.19,36.9,,,,30/05/2016,13.98 ,17520,2314,6.04 ,0.0592 ,6.81,38,766,1032,,725,68.67 ,108,7.3,39.8,,
31/05/2016,15.45 ,18240,2457,6.29 ,0.0629 ,6.72,38.7,954,1020,,694,71.75 ,120,7.09,39,,,,31/05/2016,15.25 ,18000,2457,6.21 ,0.0621 ,6.72,38.7,954,1020,,733,70.17 ,114,7.3,37,,
01/06/2016,16.11 ,18240,2561,6.29 ,0.0660 ,6.98,37,1166,1080,,745,70.91 ,444,7.12,39.5,,,,01/06/2016,16.11 ,18240,2561,6.29 ,0.0660 ,6.98,37,1166,1080,,796,68.92 ,96,7.37,37,,
02/06/2016,15.63 ,18000,2518,6.21 ,0.0714 ,6.85,37.6,1242,1002,,726,71.17 ,66,7.11,37.2,,,,02/06/2016,15.42 ,17760,2518,6.12 ,0.0704 ,6.85,37.6,1242,1002,,741,70.57 ,84,7.37,36.8,,
03/06/2016,14.66 ,18720,2271,6.46 ,0.0581 ,6.61,37,648,1002,,733,67.72 ,66,7.16,37.2,,,,03/06/2016,13.16 ,16800,2271,5.79 ,0.0521 ,6.61,37,648,1002,,824,63.72 ,54,7.39,36.5,,
04/06/2016,14.69 ,17520,2432,6.04 ,0.0574 ,6.75,37,1433,1014,,824,66.12 ,72,7.14,37,,,,04/06/2016,14.89 ,17760,2432,6.12 ,0.0582 ,6.75,37,1433,1014,,855,64.84 ,66,7.36,36.5,,
05/06/2016,16.68 ,18000,2687,6.21 ,0.0670 ,7.02,37,757,1008,,804,70.08 ,102,7.21,37,,,,05/06/2016,16.01 ,17280,2687,5.96 ,0.0644 ,7.02,37,757,1008,,804,70.08 ,102,7.23,35.7,,
06/06/2016,14.07 ,16800,2428,5.79 ,0.0533 ,6.69,37.6,970,846,,737,69.65 ,90,7.13,37,,,,06/06/2016,14.07 ,16800,2428,5.79 ,0.0533 ,6.69,37.6,970,846,,784,67.71 ,102,7.36,37,,
07/06/2016,13.86 ,17280,2326,5.96 ,0.0441 ,6.63,37,667,900,,718,69.13 ,42,7.07,37.1,,,,07/06/2016,13.86 ,17280,2326,5.96 ,0.0441 ,6.63,37,667,900,,804,65.43 ,60,7.62,36.5,,
08/06/2016,13.74 ,17520,2275,6.04 ,0.0459 ,6.54,37,387,876,,796,65.01 ,66,7.11,37,,,,08/06/2016,13.74 ,17520,2275,6.04 ,0.0459 ,6.54,37,387,876,,714,68.62 ,60,7.43,36,,
09/06/2016,7.77 ,13200,1706,4.55 ,0.0310 ,6.66,36,312,840,,604,64.60 ,54,7.38,36.5,,,,09/06/2016,8.47 ,14400,1706,4.97 ,0.0339 ,6.66,36,312,840,,643,62.31 ,60,7.37,,,
10/06/2016,12.11 ,17520,2004,6.04 ,0.0441 ,6.82,36.7,343,786,,582,70.96 ,102,7.19,36.1,,,,10/06/2016,11.78 ,17040,2004,5.88 ,0.0429 ,6.82,36.7,343,786,,614,69.36 ,90,7.25,,,
11/06/2016,13.44 ,16800,2320,5.79 ,0.0481 ,6.92,36.6,,768,,582,74.91 ,54,7.23,,,,,11/06/2016,14.21 ,17760,2320,6.12 ,0.0508 ,6.92,36.6,,768,,506,78.19 ,66,7.35,37.5,,
12/06/2016,13.50 ,17280,2265,5.96 ,0.0465 ,6.75,37.6,,864,,634,72.01 ,54,7.01,,,,,12/06/2016,14.06 ,18000,2265,6.21 ,0.0484 ,6.75,37.6,,864,,506,77.66 ,54,7.4,37.5,,
13/06/2016,13.37 ,16320,2375,5.63 ,0.0518 ,6.83,37.7,,1044,,637,73.18 ,60,7.15,37.5,,,,13/06/2016,13.96 ,17040,2375,5.88 ,0.0541 ,6.83,37.7,,1044,,926,61.01 ,72,,,,
14/06/2016,18.26 ,20160,2626,6.95 ,0.0438 ,6.73,38,,1098,,661,74.83 ,48,7.14,37.5,,,,14/06/2016,15.65 ,17280,2626,5.96 ,0.0375 ,6.73,38,,1098,,661,74.83 ,78,7.33,37,,
15/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,15/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.31,,,
16/06/2016,13.39 ,16800,2311,5.79 ,0.0452 ,6.77,38,,948,,588,74.56 ,66,7.15,37.5,,,,16/06/2016,13.96 ,17520,2311,6.04 ,0.0471 ,6.77,38,,948,,615,73.39 ,84,,,,
17/06/2016,14.69 ,17520,2432,6.04 ,0.0477 ,6.82,37,376,1044,,642,73.60 ,54,7.08,,,,,17/06/2016,14.89 ,17760,2432,6.12 ,0.0484 ,6.82,37,376,1044,,684,71.88 ,78,7.24,37.5,,
18/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,18/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.26,37.1,,
19/06/2016,12.82 ,16320,2278,5.63 ,0.0422 ,6.47,38,795,960,,540,76.29 ,66,6.98,37.8,,,,19/06/2016,13.57 ,17280,2278,5.96 ,0.0447 ,6.47,38,795,960,,536,76.47 ,78,7.39,38,,
20/06/2016,14.30 ,17760,2335,6.12 ,0.0502 ,6.49,38,637,1050,,,100.00 ,96,7.07,37.5,,,,20/06/2016,12.37 ,15360,2335,5.30 ,0.0434 ,6.49,38,637,1050,,689,70.49 ,72,7.36,37.9,,
21/06/2016,13.07 ,18000,2105,6.21 ,0.0484 ,6.81,38.8,366,960,,616,70.74 ,113.4,7.17,38,,,,21/06/2016,13.41 ,18480,2105,6.37 ,0.0497 ,6.81,38.8,366,960,,616,70.74 ,54,7.38,37.9,,
22/06/2016,11.40 ,17280,1914,5.96 ,0.0483 ,6.8,38,279,834,,612,68.03 ,78,7.21,37.9,,,,22/06/2016,11.56 ,17520,1914,6.04 ,0.0489 ,6.8,38,279,834,,593,69.02 ,90,7.35,38.9,,
23/06/2016,14.08 ,17520,2331,6.04 ,0.0350 ,6.63,37,371,942,,834,64.22 ,72,7.15,38,,,,23/06/2016,14.85 ,18480,2331,6.37 ,0.0370 ,6.63,37,371,942,,728,68.77 ,78,7.37,38.1,,
24/06/2016,14.34 ,17520,2374,6.04 ,0.0556 ,6.88,38,300,840,,809,65.92 ,90,7.15,38.9,,,,24/06/2016,14.74 ,18000,2374,6.21 ,0.0571 ,6.88,38,300,840,,805,66.09 ,78,,,,
25/06/2016,13.32 ,17280,2236,5.96 ,0.0417 ,6.58,37.6,336,924,,784,64.94 ,66,7.19,38.1,,,,25/06/2016,13.88 ,18000,2236,6.21 ,0.0434 ,6.58,37.6,336,924,,,100.00 ,48,7.26,38,,
26/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,,,,,,26/06/2016,0.00 ,0,,0.00 ,0.0000 ,,,,0,,,#DIV/0!,0,7.44,38.2,,
